iter	Passed	Remaining
262	2224	6234
263	2232	6223
264	2241	6216
265	2249	6206
266	2258	6198
267	2266	6191
268	2275	6182
269	2283	6173
270	2291	6165
271	2300	6155
272	2308	6146
273	2316	6137
274	2325	6129
275	2333	6120
276	2341	6111
277	2349	6102
278	2357	6093
279	2366	6084
280	2374	6076
281	2383	6069
282	2391	6059
283	2400	6051
284	2408	6041
285	2417	6034
286	2425	6024
287	2434	6017
288	2442	6008
289	2450	5999
290	2458	5990
291	2467	5982
292	2475	5972
293	2483	5963
294	2491	5953
295	2499	5944
296	2507	5935
297	2515	5926
298	2524	5917
299	2532	5909
300	2541	5901
301	2550	5893
302	2557	5883
303	2566	5875
304	2574	5865
305	2582	5857
306	2590	5847
307	2599	5839
308	2606	5829
309	2615	5821
310	2623	5811
311	2632	5804
312	2640	5794
313	2649	5787
314	2656	5777
315	2666	5772
316	2674	5762
317	2683	5755
318	2692	5747
319	2700	5738
320	2709	5730
321	2717	5722
322	2726	5713
323	2734	5704
324	2741	5694
325	2750	5687
326	2758	5677
327	2766	5668
328	2775	5660
329	2784	5652
330	2792	5643
331	2801	5636
332	2809	5628
333	2817	5619
334	2826	5610
335	2834	5601
336	2842	5592
337	2850	5583
338	2859	5575
339	2867	5566
340	2875	5557
341	2883	5548
342	2892	5540
343	2900	5531
344	2909	5523
345	2917	5514
346	2925	5506
347	2933	5496
348	2942	5488
349	2950	5479
350	2959	5472
351	2967	5463
352	2976	5454
353	2984	5446
354	2992	5437
355	3001	5428
356	3009	5420
357	3019	5415
358	3028	5407
359	3035	5397
360	3045	5390
361	3053	5380
362	3062	5373
363	3073	5369
364	3085	5368
365	3096	5363
366	3106	5357
367	3115	5349
368	3125	5344
369	3134	5336
370	3145	5332
371	3154	5325
372	3163	5317
373	3172	5309
374	3180	5300
375	3188	5291
376	3196	5282
377	3205	5274
378	3213	5264
379	3221	5256
380	3229	5246
381	3237	5237
382	3246	5229
383	3254	5220
384	3262	5211
385	3271	5203
386	3279	5194
387	3287	5186
388	3295	5176
389	3304	5167
390	3311	5158
391	3320	5150
392	3328	5140
393	3337	5133
394	3345	5124
395	3354	5116
396	3362	5106
397	3371	5099
398	3379	5090
399	3388	5082
400	3396	5073
401	3405	5065
402	3412	5055
403	3421	5047
404	3429	5038
405	3439	5032
406	3448	5024
407	3456	5015
408	3465	5007
409	3474	4999
410	3483	4991
411	3492	4984
412	3502	4977
413	3511	4969
414	3520	4963
415	3529	4955
416	3540	4949
417	3548	4940
418	3557	4933
419	3567	4926
420	3576	4918
421	3585	4911
422	3596	4906
423	3605	4897
424	3615	4891
425	3624	4883
426	3633	4875
427	3642	4867
428	3650	4859
429	3660	4852
430	3669	4843
431	3677	4835
432	3685	4826
433	3693	4817
434	3701	4807
435	3710	4799
436	3717	4789
437	3725	4780
438	3733	4771
439	3742	4762
440	3750	4754
441	3758	4745
442	3766	4736
443	3774	4727
444	3783	4718
445	3791	4709
446	3799	4700
447	3808	4692
448	3816	4683
449	3825	4675
450	3833	4666
451	3841	4657
452	3849	4648
453	3858	4640
454	3867	4631
455	3876	4624
456	3884	4615
457	3892	4606
458	3900	4597
459	3909	4589
460	3917	4580
461	3937	4584
462	3945	4575
463	3953	4566
464	3961	4558
465	3969	4548
466	3977	4540
467	3985	4530
468	3994	4522
469	4002	4513
470	4010	4504
471	4018	4495
472	4027	4487
473	4035	4478
474	4044	4470
475	4053	4461
476	4061	4453
477	4070	4445
478	4078	4436
479	4087	4428
480	4095	4419
481	4104	4411
482	4112	4401
483	4121	4393
484	4129	4384
485	4138	4376
486	4145	4367
487	4154	4358
488	4162	4350
489	4171	4341
490	4179	4332
491	4187	4324
492	4195	4315
493	4204	4306
494	4212	4297
495	4221	4289
496	4229	4280
497	4239	4273
498	4247	4264
499	4256	4256
500	4264	4247
501	4273	4239
502	4281	4230
503	4289	4221
504	4297	4212
505	4306	4204
506	4315	4195
507	4323	4187
508	4332	4178
509	4340	4170
510	4349	4161
511	4357	4152
512	4365	4144
513	4373	4135
514	4382	4127
515	4390	4118
516	4398	4109
517	4406	4100
518	4414	4091
519	4422	4082
520	4431	4074
521	4440	4066
522	4448	4057
523	4456	4048
524	4465	4040
525	4473	4031
526	4481	4022
527	4489	4013
528	4498	4004
529	4506	3996
530	4514	3987
531	4523	3978
532	4531	3970
533	4539	3961
534	4547	3952
535	4555	3943
536	4564	3935
537	4572	3926
538	4580	3917
539	4588	3908
540	4596	3900
541	4604	3891
542	4613	3882
543	4621	3873
544	4629	3865
545	4637	3856
546	4648	3849
547	4656	3840
548	4665	3832
549	4673	3823
550	4681	3815
551	4689	3806
552	4698	3797
553	4706	3788
554	4715	3780
555	4723	3772
556	4732	3763
557	4740	3754
558	4748	3746
559	4756	3737
560	4765	3729
561	4773	3719
562	4782	3712
563	4790	3703
564	4798	3694
565	4806	3685
566	4815	3677
567	4823	3668
568	4831	3660
569	4840	3651
570	4848	3642
571	4857	3634
572	4865	3625
573	4874	3617
574	4882	3608
575	4890	3600
576	4898	3591
577	4908	3583
578	4916	3574
579	4924	3566
580	4932	3557
581	4940	3548
582	4949	3539
583	4957	3531
584	4965	3522
585	4973	3513
586	4981	3505
587	4989	3496
588	4997	3487
589	5006	3478
590	5014	3470
591	5023	3461
592	5031	3453
593	5040	3445
594	5048	3436
595	5058	3428
596	5066	3419
597	5075	3411
598	5083	3403
599	5092	3394
600	5100	3385
601	5109	3377
602	5117	3369
603	5125	3360
604	5133	3351
605	5142	3343
606	5150	3334
607	5159	3326
608	5167	3317
609	5175	3309
610	5184	3300
611	5192	3292
612	5200	3283
613	5209	3274
614	5217	3266
615	5225	3257
616	5233	3248
617	5242	3240
618	5250	3231
619	5259	3223
620	5267	3214
621	5275	3206
622	5283	3197
623	5292	3188
624	5300	3180
625	5309	3172
626	5318	3164
627	5327	3155
628	5337	3148
629	5345	3139
630	5355	3131
631	5363	3122
632	5371	3114
633	5379	3105
634	5388	3097
635	5396	3088
636	5405	3080
637	5413	3071
638	5422	3063
639	5430	3054
640	5438	3045
641	5447	3037
642	5456	3029
643	5464	3020
644	5473	3012
645	5481	3003
646	5489	2994
647	5497	2986
648	5505	2977
649	5513	2968
650	5522	2960
651	5530	2951
652	5538	2943
653	5547	2934
654	5555	2926
655	5563	2917
656	5571	2908
657	5580	2900
658	5588	2891
659	5612	2891
660	5620	2882
661	5628	2873
662	5636	2864
663	5645	2856
664	5653	2848
665	5662	2839
666	5671	2831
667	5680	2823
668	5689	2815
669	5700	2807
670	5708	2799
671	5718	2791
672	5726	2782
673	5735	2774
674	5744	2765
675	5753	2757
676	5762	2749
677	5771	2741
678	5781	2733
679	5790	2725
680	5799	2716
681	5808	2708
682	5816	2699
683	5826	2691
684	5835	2683
685	5844	2674
686	5852	2666
687	5860	2657
688	5868	2648
689	5876	2640
690	5884	2631
691	5892	2622
692	5901	2614
693	5909	2605
694	5917	2597
695	5926	2588
696	5934	2579
697	5942	2571
698	5950	2562
699	5959	2554
700	5967	2545
701	5975	2536
702	5983	2528
703	5992	2519
704	6000	2510
705	6009	2502
706	6017	2493
707	6027	2485
708	6035	2477
709	6044	2468
710	6052	2460
711	6061	2451
712	6069	2443
713	6078	2434
714	6086	2426
715	6095	2417
716	6104	2409
717	6112	2400
718	6120	2392
719	6128	2383
720	6137	2374
721	6145	2366
722	6153	2357
723	6161	2348
724	6169	2340
725	6178	2331
726	6186	2323
727	6194	2314
728	6203	2305
729	6212	2297
730	6220	2289
731	6228	2280
732	6237	2272
733	6245	2263
734	6253	2254
735	6261	2246
736	6270	2237
737	6278	2228
738	6287	2220
739	6294	2211
740	6303	2203
741	6311	2194
742	6319	2186
743	6327	2177
744	6335	2168
745	6343	2159
746	6352	2151
747	6360	2142
748	6369	2134
749	6377	2125
750	6386	2117
751	6394	2108
752	6402	2100
753	6410	2091
754	6419	2083
755	6427	2074
756	6435	2065
757	6443	2057
758	6451	2048
759	6460	2040
760	6468	2031
761	6476	2022
762	6485	2014
763	6493	2005
764	6502	1997
765	6510	1988
766	6520	1980
767	6527	1971
768	6536	1963
769	6544	1954
770	6553	1946
771	6561	1937
772	6570	1929
773	6578	1920
774	6587	1912
775	6596	1904
776	6605	1895
777	6613	1887
778	6621	1878
779	6630	1870
780	6638	1861
781	6647	1853
782	6655	1844
783	6663	1835
784	6671	1827
785	6679	1818
786	6687	1810
787	6695	1801
788	6704	1792
789	6712	1784
790	6720	1775
791	6728	1767
792	6736	1758
793	6745	1750
794	6753	1741
795	6761	1732
796	6769	1724
797	6778	1715
798	6786	1707
799	6794	1698
800	6802	1690
801	6811	1681
802	6819	1672
803	6828	1664
804	6836	1655
805	6844	1647
806	6852	1638
807	6861	1630
808	6869	1621
809	6877	1613
810	6885	1604
811	6893	1596
812	6901	1587
813	6910	1579
814	6918	1570
815	6926	1561
816	6934	1553
817	6942	1544
818	6950	1536
819	6958	1527
820	6966	1518
821	6975	1510
822	6983	1501
823	6991	1493
824	7000	1484
825	7008	1476
826	7017	1467
827	7025	1459
828	7033	1450
829	7041	1442
830	7049	1433
831	7058	1425
832	7066	1416
833	7074	1408
834	7082	1399
835	7091	1391
836	7099	1382
837	7108	1374
838	7116	1365
839	7124	1357
840	7132	1348
841	7141	1340
842	7149	1331
843	7158	1323
844	7166	1314
845	7174	1306
846	7182	1297
847	7191	1288
848	7199	1280
849	7207	1271
850	7215	1263
851	7224	1254
852	7232	1246
853	7241	1238
854	7249	1229
855	7258	1221
856	7266	1212
857	7275	1204
858	7283	1195
859	7294	1187
860	7302	1178
861	7311	1170
862	7319	1161
863	7327	1153
864	7336	1144
865	7344	1136
866	7352	1127
867	7360	1119
868	7369	1110
869	7377	1102
870	7386	1093
871	7394	1085
872	7402	1076
873	7411	1068
874	7419	1059
875	7428	1051
876	7436	1042
877	7444	1034
878	7452	1025
879	7460	1017
880	7469	1008
881	7477	1000
882	7485	991
883	7494	983
884	7502	974
885	7511	966
886	7520	958
887	7528	949
888	7536	941
889	7544	932
890	7554	924
891	7562	915
892	7572	907
893	7582	898
894	7590	890
895	7600	882
896	7610	873
897	7622	865
898	7633	857
899	7643	849
900	7655	841
901	7665	832
902	7675	824
903	7688	816
904	7698	808
905	7709	799
906	7721	791
907	7733	783
908	7742	775
909	7753	766
910	7762	758
911	7772	749
912	7781	741
913	7790	733
914	7801	724
915	7812	716
916	7823	708
917	7834	699
918	7845	691
919	7856	683
920	7866	674
921	7875	666
922	7885	657
923	7894	649
924	7903	640
925	7912	632
926	7920	623
927	7929	615
928	7938	606
929	7947	598
930	7956	589
931	7967	581
932	7977	572
933	7987	564
934	7997	555
935	8006	547
936	8016	538
937	8025	530
938	8033	521
939	8041	513
940	8050	504
941	8058	496
942	8066	487
943	8075	479
944	8083	470
945	8092	461
946	8100	453
947	8108	444
948	8117	436
949	8125	427
950	8132	419
951	8141	410
952	8149	401
953	8158	393
954	8166	384
955	8175	376
956	8183	367
957	8193	359
958	8202	350
959	8211	342
960	8220	333
961	8228	325
962	8236	316
963	8245	307
964	8254	299
965	8263	290
966	8272	282
967	8281	273
968	8290	265
969	8298	256
970	8307	248
971	8315	239
972	8324	230
973	8334	222
974	8343	213
975	8351	205
976	8360	196
977	8368	188
978	8376	179
979	8385	171
980	8393	162
981	8402	154
982	8410	145
983	8419	136
984	8427	128
985	8436	119
986	8444	111
987	8453	102
988	8460	94
989	8469	85
990	8478	76
991	8487	68
992	8495	59
993	8504	51
994	8512	42
995	8522	34
996	8531	25
997	8540	17
998	8548	8
999	8556	0
